Paul George,1.000000,2.000000,3.000000,4.000000,
 ,4.916667,6.666667,21.616667,29.433333,
Buddy Hield,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,15.400000,23.996667,28.083333,29.933333,41.033333,47.533333,47.738333,
De'Aaron Fox,1.000000,2.000000,3.000000,
 ,19.233333,19.516667,38.466667,
Montrezl Harrell,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,7.983333,8.216667,10.050000,16.933333,18.650000,19.033333,23.593333,
Harrison Barnes,1.000000,2.000000,3.000000,
 ,6.766667,12.450000,19.950000,
Bogdan Bogdanovic,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,0.500000,20.433333,22.316667,25.833333,27.033333,33.583333,
Kent Bazemore,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,9.116667,11.981667,15.000000,35.843333,37.683333,
Landry Shamet,1.000000,2.000000,
 ,4.316667,23.413333,
Dewayne Dedmon,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,
 ,5.450000,6.016667,6.450000,11.873333,15.733333,21.783333,24.333333,24.733333,26.366667,43.466667,44.066667,
Patrick Beverley,1.000000,
 ,18.583333,
Ivica Zubac,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,
 ,0.333333,3.866667,6.016667,6.333333,26.366667,28.816667,29.850000,29.866667,46.333333,47.586667,
JaMychal Green,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,
 ,12.833333,15.616667,33.266667,34.016667,37.133333,44.733333,47.728333,
Cory Joseph,1.000000,2.000000,
 ,34.916667,35.998333,
Maurice Harkless,1.000000,2.000000,3.000000,4.000000,
 ,0.933333,7.050000,20.566667,26.650000,
Nemanja Bjelica,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,
 ,3.300000,3.300000,3.750000,5.066667,23.606667,31.500000,33.933333,35.135000,
