Nikola Vucevic,2.000000,3.000000,4.000000,5.000000,7.000000,8.000000,9.000000,11.000000,12.000000,14.000000,15.000000,16.000000,18.000000,20.000000,21.000000,22.000000,23.000000,24.000000,25.000000,27.000000,28.000000,29.000000,30.000000,33.000000,34.000000,35.000000,37.000000,
 ,0.733333,2.216667,3.616667,5.500000,6.066667,7.466667,7.783333,7.900000,8.283333,20.266667,21.566667,21.933333,23.051667,24.766667,28.700000,29.816667,31.716667,31.883333,32.816667,42.866667,43.183333,44.900000,47.225000,47.868333,56.700000,57.633333,59.320000,
Aaron Gordon,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,9.000000,10.000000,11.000000,12.000000,13.000000,15.000000,17.000000,18.000000,20.000000,21.000000,22.000000,23.000000,25.000000,27.000000,28.000000,29.000000,30.000000,31.000000,32.000000,33.000000,36.000000,37.000000,38.000000,41.000000,42.000000,43.000000,
 ,3.916667,4.283333,5.033333,5.583333,5.583333,6.066667,7.083333,12.233333,13.883333,14.783333,17.150000,17.833333,21.933333,23.653333,24.216667,26.550000,29.166667,31.266667,31.283333,31.883333,37.233333,37.233333,39.266667,44.350000,44.433333,44.433333,44.900000,46.350000,46.833333,46.950000,56.233333,58.016667,
Evan Fournier,1.000000,2.000000,5.000000,8.000000,11.000000,13.000000,14.000000,17.000000,18.000000,19.000000,21.000000,22.000000,23.000000,24.000000,
 ,7.516667,7.516667,8.283333,16.733333,17.150000,18.633333,20.266667,29.166667,46.150000,47.868333,56.233333,59.100000,59.320000,59.776667,
Terrence Ross,1.000000,4.000000,5.000000,6.000000,8.000000,
 ,7.900000,10.766667,15.316667,16.566667,34.116667,
Reggie Jackson,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,11.000000,12.000000,13.000000,16.000000,17.000000,18.000000,20.000000,21.000000,22.000000,23.000000,24.000000,26.000000,
 ,2.783333,18.016667,18.383333,20.033333,20.550000,21.383333,22.816667,23.405000,26.000000,28.883333,40.383333,41.500000,41.816667,42.583333,43.583333,45.200000,45.583333,47.966667,57.316667,
Derrick Rose,1.000000,3.000000,4.000000,5.000000,6.000000,
 ,8.066667,8.950000,10.600000,13.366667,33.633333,
Tony Snell,1.000000,3.000000,6.000000,8.000000,11.000000,12.000000,13.000000,16.000000,17.000000,18.000000,21.000000,22.000000,23.000000,24.000000,
 ,0.416667,3.266667,8.066667,19.283333,23.956667,24.566667,25.500000,26.000000,27.116667,30.133333,30.500000,46.416667,58.283333,59.888333,
Markieff Morris,1.000000,4.000000,7.000000,8.000000,9.000000,10.000000,13.000000,15.000000,16.000000,17.000000,18.000000,19.000000,22.000000,23.000000,
 ,16.483333,18.016667,18.383333,19.183333,19.650000,21.716667,22.350000,22.816667,23.956667,38.450000,39.583333,40.233333,41.033333,44.050000,
Langston Galloway,1.000000,2.000000,4.000000,7.000000,8.000000,9.000000,10.000000,13.000000,16.000000,
 ,8.783333,8.950000,10.600000,33.633333,34.716667,37.650000,39.950000,43.583333,47.966667,
