Nikola Vucevic,2.000000,3.000000,4.000000,6.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,15.000000,16.000000,17.000000,18.000000,20.000000,21.000000,22.000000,24.000000,27.000000,29.000000,31.000000,32.000000,33.000000,35.000000,36.000000,38.000000,40.000000,
 ,1.716667,2.566667,3.133333,3.883333,6.166667,6.783333,8.500000,8.500000,17.633333,17.700000,17.833333,18.833333,22.516667,23.481667,23.776667,24.683333,25.433333,27.516667,32.366667,38.833333,40.600000,41.116667,43.566667,43.816667,45.916667,45.916667,46.716667,
Luka Doncic,2.000000,3.000000,6.000000,7.000000,8.000000,9.000000,11.000000,14.000000,15.000000,18.000000,20.000000,22.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,29.000000,31.000000,32.000000,33.000000,34.000000,35.000000,36.000000,37.000000,38.000000,39.000000,40.000000,41.000000,42.000000,44.000000,45.000000,46.000000,47.000000,48.000000,51.000000,
 ,0.250000,1.066667,3.583333,4.483333,4.850000,5.316667,7.416667,7.883333,9.000000,9.450000,9.950000,18.050000,18.283333,18.283333,18.283333,19.150000,19.166667,19.533333,20.950000,21.533333,23.098333,23.098333,23.326667,24.800000,24.833333,31.133333,32.550000,34.216667,34.300000,34.750000,35.183333,35.421667,43.233333,43.233333,44.150000,44.833333,47.041667,
Aaron Gordon,1.000000,2.000000,4.000000,5.000000,6.000000,7.000000,9.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,18.000000,19.000000,20.000000,21.000000,22.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,29.000000,
 ,1.516667,2.783333,3.233333,3.233333,4.350000,12.583333,12.616667,13.050000,22.133333,25.850000,26.333333,27.966667,28.383333,28.483333,30.483333,31.083333,31.100000,31.616667,33.000000,33.700000,40.600000,41.933333,43.816667,44.716667,46.716667,
Kristaps Porzingis,1.000000,2.000000,5.000000,8.000000,9.000000,10.000000,11.000000,13.000000,14.000000,17.000000,18.000000,19.000000,20.000000,21.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,31.000000,32.000000,33.000000,35.000000,36.000000,38.000000,39.000000,
 ,1.383333,4.716667,4.850000,5.316667,5.850000,7.166667,7.416667,14.883333,14.883333,15.416667,15.733333,24.550000,26.666667,27.100000,29.500000,30.016667,30.050000,31.616667,31.716667,31.716667,32.100000,33.350000,33.933333,33.933333,33.933333,45.083333,46.133333,
Evan Fournier,1.000000,3.000000,6.000000,9.000000,12.000000,13.000000,14.000000,17.000000,19.000000,21.000000,22.000000,25.000000,27.000000,29.000000,30.000000,31.000000,
 ,8.700000,8.733333,22.133333,22.916667,25.533333,25.883333,27.516667,28.016667,29.183333,30.483333,31.466667,31.850000,32.733333,33.700000,46.366667,46.366667,
Terrence Ross,1.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,13.000000,15.000000,18.000000,19.000000,20.000000,21.000000,22.000000,25.000000,
 ,7.133333,10.450000,11.975000,13.050000,14.066667,14.666667,14.666667,14.666667,15.150000,35.700000,37.500000,38.083333,39.166667,40.083333,40.083333,41.650000,41.933333,
Delon Wright,1.000000,2.000000,3.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,13.000000,14.000000,
 ,8.200000,9.266667,11.020000,15.800000,15.800000,32.100000,34.600000,36.400000,39.800000,40.950000,41.350000,42.633333,
Seth Curry,2.000000,3.000000,4.000000,5.000000,6.000000,8.000000,9.000000,10.000000,12.000000,13.000000,
 ,0.650000,2.133333,2.316667,2.650000,6.533333,19.166667,20.533333,22.666667,33.350000,36.933333,
Jalen Brunson,1.000000,3.000000,4.000000,6.000000,7.000000,8.000000,9.000000,10.000000,
 ,15.800000,36.400000,37.100000,37.816667,38.483333,39.350000,40.366667,41.350000,
Dorian Finney-Smith,1.000000,2.000000,3.000000,4.000000,6.000000,7.000000,8.000000,9.000000,10.000000,13.000000,
 ,5.150000,9.833333,17.650000,20.033333,21.850000,26.583333,39.533333,43.066667,45.366667,46.133333,
Maxi Kleber,1.000000,3.000000,5.000000,6.000000,8.000000,9.000000,10.000000,12.000000,14.000000,15.000000,17.000000,18.000000,21.000000,24.000000,27.000000,29.000000,30.000000,
 ,7.716667,8.200000,9.000000,9.450000,10.750000,10.750000,12.666667,20.950000,32.550000,32.550000,34.750000,36.783333,37.100000,38.483333,39.800000,40.366667,40.366667,
Mo Bamba,1.000000,2.000000,4.000000,5.000000,
 ,10.450000,13.283333,13.616667,38.083333,
