Kawhi Leonard,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,14.000000,
 ,1.216667,9.116667,19.516667,22.100000,23.985000,24.683333,29.266667,31.066667,31.833333,35.328333,41.750000,41.900000,45.266667,46.600000,
Paul George,1.000000,
 ,15.883333,
Deandre Ayton,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,17.000000,
 ,0.566667,2.600000,6.900000,12.350000,15.766667,17.483333,21.950000,24.266667,31.683333,36.633333,37.266667,37.933333,41.283333,41.650000,41.700000,43.100000,45.450000,
Montrezl Harrell,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,10.766667,11.100000,12.250000,13.000000,13.483333,33.750000,
Lou Williams,1.000000,
 ,39.416667,
Ricky Rubio,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,1.450000,6.200000,11.330000,26.533333,44.950000,46.300000,
Reggie Jackson,1.000000,2.000000,
 ,10.316667,14.450000,
Landry Shamet,1.000000,
 ,14.133333,
Dario Saric,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,
 ,2.366667,14.283333,19.266667,20.050000,24.483333,27.466667,33.083333,33.383333,41.966667,
Mikal Bridges,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,0.966667,2.933333,9.016667,16.916667,35.946667,42.566667,
Patrick Beverley,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,18.900000,26.283333,29.950000,46.733333,47.780000,
Ivica Zubac,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,1.633333,2.366667,2.733333,26.266667,31.450000,
JaMychal Green,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,
 ,11.576667,17.583333,33.200000,34.766667,36.900000,38.683333,
Aron Baynes,1.000000,2.000000,3.000000,4.000000,5.000000,
 ,7.833333,9.983333,32.116667,34.583333,34.983333,
Cameron Johnson,1.000000,2.000000,3.000000,
 ,8.866667,46.400000,46.833333,
